Дата,Регион,Значение
2020-01-16,Краснодарский край,69.00
2020-01-16,Красноярский край,68.00
2020-01-16,Курганская область,67.00
2020-01-16,Курская область,57.00
2020-01-16,Липецкая область,55.00
2020-01-16,Магаданская область,58.00
2020-01-16,Мордовия,65.00
2020-01-16,Москва,76.00
2020-01-16,Московская область,66.00
2020-01-16,Мурманская область,66.00
2020-01-16,Нижегородская область,69.00
2020-01-16,Новгородская область,70.00
2020-01-16,Новосибирская область,71.00
2020-01-16,Омская область,75.00
2020-01-16,Оренбургская область,65.00
2020-01-16,Орловская область,69.00
2020-01-16,Пензенская область,63.00
2020-01-16,Пермский край,60.00
2020-01-16,Приморский край,68.00
2020-01-16,Псковская область,64.00
2020-01-16,Республика Башкортостан,72.00
2020-01-16,Республика Бурятия,63.00
2020-01-16,Республика Дагестан,55.00
2020-01-16,Республика Калмыкия,49.00
2020-01-16,Республика Карачаево-Черкессия,51.00
2020-01-16,Республика Карелия,65.00
2020-01-16,Республика Коми,64.00
2020-01-16,Республика Марий Эл,60.00
2020-01-16,Республика Саха (Якутия),64.00
2020-01-16,Республика Северная Осетия-Алания,53.00
2020-01-16,Республика Татарстан,66.00
2020-01-16,Республика Тыва,47.00
2020-01-16,Республика Хакасия,55.00
2020-01-16,Ростовская область,67.00
2020-01-16,Рязанская область,62.00
2020-01-16,Самарская область,67.00
2020-01-16,Санкт-Петербург,72.00
2020-01-16,Саратовская область,66.00
2020-01-16,Сахалинская область,62.00
2020-01-16,Свердловская область,73.00
2020-01-16,Смоленская область,65.00
2020-01-16,Ставропольский край,58.00
2020-01-16,Тамбовская область,64.00
2020-01-16,Тверская область,62.00
2020-01-16,Томская область,67.00
2020-01-16,Тульская область,61.00
2020-01-16,Тюменская область,78.00
2020-01-16,Удмуртская Республика,67.00
2020-01-16,Ульяновская область,55.00
2020-01-16,Хабаровский край,68.00
2020-01-16,Ханты-Мансийский АО - Югра,64.00
2020-01-16,Челябинская область,60.00
2020-01-16,Чувашская Республика,63.00
2020-01-16,Ямало-Ненецкий АО,63.00
2020-01-16,Ярославская область,60.00
2020-01-17,Россия,70.00
2020-01-17,Адыгея,57.00
2020-01-17,Алтайский край,62.00
2020-01-17,Амурская область,82.00
2020-01-17,Архангельская область,69.00
2020-01-17,Астраханская область,68.00
2020-01-17,Белгородская область,88.00
2020-01-17,Брянская область,71.00
2020-01-17,Владимирская область,72.00
2020-01-17,Волгоградская область,73.00
2020-01-17,Вологодская область,69.00
2020-01-17,Воронежская область,80.00
2020-01-17,Забайкальский край,68.00
2020-01-17,Ивановская область,64.00
2020-01-17,Иркутская область,74.00
2020-01-17,Кабардино-Балкарская Республика,59.00
2020-01-17,Калининградская область,81.00
2020-01-17,Калужская область,71.00
2020-01-17,Камчатский край,76.00
2020-01-17,Кемеровская область,72.00
2020-01-17,Кировская область,79.00
2020-01-17,Костромская область,62.00
2020-01-17,Краснодарский край,69.00
2020-01-17,Красноярский край,75.00
2020-01-17,Курганская область,72.00
2020-01-17,Курская область,61.00
2020-01-17,Липецкая область,61.00
2020-01-17,Магаданская область,64.00
2020-01-17,Мордовия,73.00
2020-01-17,Москва,84.00
2020-01-17,Московская область,69.00
2020-01-17,Мурманская область,75.00
2020-01-17,Нижегородская область,80.00
2020-01-17,Новгородская область,75.00
2020-01-17,Новосибирская область,70.00
2020-01-17,Омская область,80.00
2020-01-17,Оренбургская область,72.00
2020-01-17,Орловская область,75.00
2020-01-17,Пензенская область,70.00
2020-01-17,Пермский край,67.00
2020-01-17,Приморский край,72.00
2020-01-17,Псковская область,70.00
2020-01-17,Республика Башкортостан,78.00
2020-01-17,Республика Бурятия,69.00
2020-01-17,Республика Дагестан,60.00
2020-01-17,Республика Калмыкия,57.00
2020-01-17,Республика Карачаево-Черкессия,53.00
2020-01-17,Республика Карелия,71.00
2020-01-17,Республика Коми,69.00
2020-01-17,Республика Марий Эл,69.00
2020-01-17,Республика Саха (Якутия),72.00
2020-01-17,Республика Северная Осетия-Алания,55.00
2020-01-17,Республика Татарстан,73.00
2020-01-17,Республика Тыва,52.00
2020-01-17,Республика Хакасия,62.00
2020-01-17,Ростовская область,73.00
2020-01-17,Рязанская область,69.00
2020-01-17,Самарская область,76.00
2020-01-17,Санкт-Петербург,78.00
2020-01-17,Саратовская область,71.00
2020-01-17,Сахалинская область,70.00
2020-01-17,Свердловская область,81.00
2020-01-17,Смоленская область,72.00
2020-01-17,Ставропольский край,68.00
2020-01-17,Тамбовская область,68.00
2020-01-17,Тверская область,69.00
2020-01-17,Томская область,70.00
2020-01-17,Тульская область,68.00
2020-01-17,Тюменская область,86.00
2020-01-17,Удмуртская Республика,74.00
2020-01-17,Ульяновская область,59.00
2020-01-17,Хабаровский край,75.00
2020-01-17,Ханты-Мансийский АО - Югра,68.00
2020-01-17,Челябинская область,73.00
2020-01-17,Чувашская Республика,65.00
2020-01-17,Ямало-Ненецкий АО,68.00
2020-01-17,Ярославская область,69.00
2020-01-18,Россия,64.00
2020-01-18,Адыгея,53.00
2020-01-18,Алтайский край,65.00
2020-01-18,Амурская область,78.00
2020-01-18,Архангельская область,65.00
2020-01-18,Астраханская область,63.00
2020-01-18,Белгородская область,71.00
2020-01-18,Брянская область,63.00
2020-01-18,Владимирская область,64.00
2020-01-18,Волгоградская область,65.00
2020-01-18,Вологодская область,64.00
2020-01-18,Воронежская область,67.00
2020-01-18,Забайкальский край,65.00
2020-01-18,Ивановская область,59.00
2020-01-18,Иркутская область,70.00
2020-01-18,Кабардино-Балкарская Республика,54.00
2020-01-18,Калининградская область,73.00
2020-01-18,Калужская область,64.00
2020-01-18,Камчатский край,73.00
2020-01-18,Кемеровская область,66.00
2020-01-18,Кировская область,69.00
2020-01-18,Костромская область,58.00
2020-01-18,Краснодарский край,66.00
2020-01-18,Красноярский край,70.00
2020-01-18,Курганская область,65.00
2020-01-18,Курская область,56.00
2020-01-18,Липецкая область,54.00
2020-01-18,Магаданская область,61.00
2020-01-18,Мордовия,64.00
2020-01-18,Москва,74.00
2020-01-18,Московская область,64.00
2020-01-18,Мурманская область,68.00
2020-01-18,Нижегородская область,72.00
2020-01-18,Новгородская область,65.00
2020-01-18,Новосибирская область,67.00
2020-01-18,Омская область,75.00
2020-01-18,Оренбургская область,67.00
2020-01-18,Орловская область,66.00
2020-01-18,Пензенская область,67.00
2020-01-18,Пермский край,58.00
2020-01-18,Приморский край,67.00
2020-01-18,Псковская область,62.00
2020-01-18,Республика Башкортостан,72.00
2020-01-18,Республика Бурятия,62.00
2020-01-18,Республика Дагестан,52.00
2020-01-18,Республика Калмыкия,55.00
2020-01-18,Республика Карачаево-Черкессия,50.00
2020-01-18,Республика Карелия,65.00
2020-01-18,Республика Коми,61.00
2020-01-18,Республика Марий Эл,64.00
2020-01-18,Республика Саха (Якутия),68.00
2020-01-18,Республика Северная Осетия-Алания,54.00
2020-01-18,Республика Татарстан,68.00
2020-01-18,Республика Тыва,47.00
2020-01-18,Республика Хакасия,58.00
2020-01-18,Ростовская область,66.00
2020-01-18,Рязанская область,63.00
2020-01-18,Самарская область,68.00
2020-01-18,Санкт-Петербург,72.00
2020-01-18,Саратовская область,64.00
2020-01-18,Сахалинская область,68.00
2020-01-18,Свердловская область,71.00
2020-01-18,Смоленская область,63.00
2020-01-18,Ставропольский край,61.00
2020-01-18,Тамбовская область,60.00
2020-01-18,Тверская область,62.00
2020-01-18,Томская область,66.00
2020-01-18,Тульская область,61.00
2020-01-18,Тюменская область,78.00
2020-01-18,Удмуртская Республика,64.00
2020-01-18,Ульяновская область,60.00
2020-01-18,Хабаровский край,75.00
2020-01-18,Ханты-Мансийский АО - Югра,68.00
2020-01-18,Челябинская область,64.00
2020-01-18,Чувашская Республика,61.00
2020-01-18,Ямало-Ненецкий АО,69.00
2020-01-18,Ярославская область,63.00
2020-01-19,Россия,50.00
2020-01-19,Адыгея,45.00
2020-01-19,Алтайский край,54.00
2020-01-19,Амурская область,64.00
2020-01-19,Архангельская область,52.00
2020-01-19,Астраханская область,53.00
2020-01-19,Белгородская область,56.00
2020-01-19,Брянская область,52.00
2020-01-19,Владимирская область,51.00
2020-01-19,Волгоградская область,51.00
2020-01-19,Вологодская область,50.00
2020-01-19,Воронежская область,57.00
2020-01-19,Забайкальский край,48.00
2020-01-19,Ивановская область,48.00
2020-01-19,Иркутская область,58.00
2020-01-19,Кабардино-Балкарская Республика,43.00
2020-01-19,Калининградская область,62.00
2020-01-19,Калужская область,52.00
2020-01-19,Камчатский край,58.00
2020-01-19,Кемеровская область,56.00
2020-01-19,Кировская область,56.00
2020-01-19,Костромская область,50.00
2020-01-19,Краснодарский край,53.00
2020-01-19,Красноярский край,57.00
2020-01-19,Курганская область,52.00
2020-01-19,Курская область,44.00
2020-01-19,Липецкая область,47.00
2020-01-19,Магаданская область,44.00
2020-01-19,Мордовия,53.00
2020-01-19,Москва,60.00
2020-01-19,Московская область,51.00
2020-01-19,Мурманская область,51.00
2020-01-19,Нижегородская область,56.00
2020-01-19,Новгородская область,51.00
2020-01-19,Новосибирская область,56.00
2020-01-19,Омская область,63.00
2020-01-19,Оренбургская область,55.00
2020-01-19,Орловская область,53.00
2020-01-19,Пензенская область,55.00
2020-01-19,Пермский край,46.00
2020-01-19,Приморский край,55.00
2020-01-19,Псковская область,51.00
2020-01-19,Республика Башкортостан,56.00
2020-01-19,Республика Бурятия,51.00
2020-01-19,Республика Дагестан,48.00
2020-01-19,Республика Калмыкия,45.00
2020-01-19,Республика Карачаево-Черкессия,40.00
2020-01-19,Республика Карелия,52.00
2020-01-19,Республика Коми,46.00
2020-01-19,Республика Марий Эл,52.00
2020-01-19,Республика Саха (Якутия),53.00
2020-01-19,Республика Северная Осетия-Алания,45.00
2020-01-19,Республика Татарстан,52.00
2020-01-19,Республика Тыва,40.00
2020-01-19,Республика Хакасия,44.00
2020-01-19,Ростовская область,55.00
2020-01-19,Рязанская область,52.00
2020-01-19,Самарская область,53.00
2020-01-19,Санкт-Петербург,60.00
2020-01-19,Саратовская область,52.00
2020-01-19,Сахалинская область,50.00
2020-01-19,Свердловская область,56.00
2020-01-19,Смоленская область,54.00
2020-01-19,Ставропольский край,49.00
2020-01-19,Тамбовская область,49.00
2020-01-19,Тверская область,50.00
2020-01-19,Томская область,49.00
2020-01-19,Тульская область,49.00
2020-01-19,Тюменская область,63.00
2020-01-19,Удмуртская Республика,50.00
2020-01-19,Ульяновская область,44.00
2020-01-19,Хабаровский край,60.00
2020-01-19,Ханты-Мансийский АО - Югра,51.00
2020-01-19,Челябинская область,55.00
2020-01-19,Чувашская Республика,47.00
2020-01-19,Ямало-Ненецкий АО,53.00
2020-01-19,Ярославская область,50.00
2020-01-20,Россия,61.00
2020-01-20,Адыгея,53.00
2020-01-20,Алтайский край,64.00
2020-01-20,Амурская область,69.00
2020-01-20,Архангельская область,61.00
2020-01-20,Астраханская область,63.00
2020-01-20,Белгородская область,80.00
2020-01-20,Брянская область,59.00
2020-01-20,Владимирская область,66.00
2020-01-20,Волгоградская область,63.00
2020-01-20,Вологодская область,61.00
2020-01-20,Воронежская область,74.00
2020-01-20,Забайкальский край,59.00
2020-01-20,Ивановская область,54.00
2020-01-20,Иркутская область,66.00
2020-01-20,Кабардино-Балкарская Республика,55.00
2020-01-20,Калининградская область,72.00
2020-01-20,Калужская область,60.00
2020-01-20,Камчатский край,63.00
2020-01-20,Кемеровская область,63.00
2020-01-20,Кировская область,69.00
2020-01-20,Костромская область,53.00
2020-01-20,Краснодарский край,64.00
2020-01-20,Красноярский край,63.00
2020-01-20,Курганская область,61.00
2020-01-20,Курская область,58.00
2020-01-20,Липецкая область,53.00
2020-01-20,Магаданская область,53.00
2020-01-20,Мордовия,60.00
2020-01-20,Москва,73.00
2020-01-20,Московская область,60.00
2020-01-20,Мурманская область,67.00
2020-01-20,Нижегородская область,69.00
2020-01-20,Новгородская область,63.00
2020-01-20,Новосибирская область,65.00
2020-01-20,Омская область,70.00
2020-01-20,Оренбургская область,64.00
2020-01-20,Орловская область,66.00
2020-01-20,Пензенская область,59.00
2020-01-20,Пермский край,57.00
2020-01-20,Приморский край,63.00
2020-01-20,Псковская область,59.00
2020-01-20,Республика Башкортостан,70.00
2020-01-20,Республика Бурятия,61.00
2020-01-20,Республика Дагестан,53.00
2020-01-20,Республика Калмыкия,51.00
2020-01-20,Республика Карачаево-Черкессия,52.00
2020-01-20,Республика Карелия,62.00
2020-01-20,Республика Коми,58.00
2020-01-20,Республика Марий Эл,60.00
2020-01-20,Республика Саха (Якутия),65.00
2020-01-20,Республика Северная Осетия-Алания,53.00
2020-01-20,Республика Татарстан,68.00
2020-01-20,Республика Тыва,48.00
2020-01-20,Республика Хакасия,53.00
2020-01-20,Ростовская область,65.00
2020-01-20,Рязанская область,59.00
2020-01-20,Самарская область,66.00
2020-01-20,Санкт-Петербург,69.00
2020-01-20,Саратовская область,64.00
2020-01-20,Сахалинская область,57.00
2020-01-20,Свердловская область,70.00
2020-01-20,Смоленская область,63.00
2020-01-20,Ставропольский край,58.00
2020-01-20,Тамбовская область,61.00
2020-01-20,Тверская область,57.00
2020-01-20,Томская область,62.00
2020-01-20,Тульская область,57.00
2020-01-20,Тюменская область,75.00
2020-01-20,Удмуртская Республика,65.00
2020-01-20,Ульяновская область,52.00
2020-01-20,Хабаровский край,67.00
2020-01-20,Ханты-Мансийский АО - Югра,58.00
2020-01-20,Челябинская область,60.00
2020-01-20,Чувашская Республика,56.00
2020-01-20,Ямало-Ненецкий АО,56.00
2020-01-20,Ярославская область,60.00
2020-01-21,Россия,62.00
2020-01-21,Адыгея,54.00
2020-01-21,Алтайский край,67.00
2020-01-21,Амурская область,71.00
2020-01-21,Архангельская область,59.00
2020-01-21,Астраханская область,61.00
2020-01-21,Белгородская область,83.00
2020-01-21,Брянская область,61.00
2020-01-21,Владимирская область,67.00
2020-01-21,Волгоградская область,66.00
2020-01-21,Вологодская область,63.00
2020-01-21,Воронежская область,78.00
2020-01-21,Забайкальский край,60.00
2020-01-21,Ивановская область,54.00
2020-01-21,Иркутская область,68.00
2020-01-21,Кабардино-Балкарская Республика,57.00
2020-01-21,Калининградская область,72.00
2020-01-21,Калужская область,62.00
2020-01-21,Камчатский край,64.00
2020-01-21,Кемеровская область,64.00
2020-01-21,Кировская область,71.00
2020-01-21,Костромская область,56.00
2020-01-21,Краснодарский край,66.00
2020-01-21,Красноярский край,66.00
2020-01-21,Курганская область,62.00
2020-01-21,Курская область,55.00
2020-01-21,Липецкая область,56.00
2020-01-21,Магаданская область,56.00
2020-01-21,Мордовия,62.00
2020-01-21,Москва,73.00
2020-01-21,Московская область,60.00
2020-01-21,Мурманская область,69.00
2020-01-21,Нижегородская область,72.00
2020-01-21,Новгородская область,64.00
2020-01-21,Новосибирская область,68.00
2020-01-21,Омская область,73.00
2020-01-21,Оренбургская область,63.00
2020-01-21,Орловская область,68.00
2020-01-21,Пензенская область,62.00
2020-01-21,Пермский край,58.00
2020-01-21,Приморский край,64.00
2020-01-21,Псковская область,58.00
2020-01-21,Республика Башкортостан,73.00
2020-01-21,Республика Бурятия,62.00
2020-01-21,Республика Дагестан,54.00
2020-01-21,Республика Калмыкия,57.00
2020-01-21,Республика Карачаево-Черкессия,53.00
2020-01-21,Республика Карелия,64.00
2020-01-21,Республика Коми,65.00
2020-01-21,Республика Марий Эл,62.00
2020-01-21,Республика Саха (Якутия),65.00
2020-01-21,Республика Северная Осетия-Алания,53.00
2020-01-21,Республика Татарстан,66.00
2020-01-21,Республика Тыва,52.00
2020-01-21,Республика Хакасия,56.00
2020-01-21,Ростовская область,66.00
2020-01-21,Рязанская область,61.00
2020-01-21,Самарская область,68.00
2020-01-21,Санкт-Петербург,72.00
2020-01-21,Саратовская область,69.00
2020-01-21,Сахалинская область,61.00
2020-01-21,Свердловская область,71.00
2020-01-21,Смоленская область,63.00
2020-01-21,Ставропольский край,56.00
2020-01-21,Тамбовская область,61.00
2020-01-21,Тверская область,59.00
2020-01-21,Томская область,62.00
2020-01-21,Тульская область,62.00
2020-01-21,Тюменская область,76.00
2020-01-21,Удмуртская Республика,66.00
2020-01-21,Ульяновская область,56.00
2020-01-21,Хабаровский край,71.00
2020-01-21,Ханты-Мансийский АО - Югра,59.00
2020-01-21,Челябинская область,60.00
2020-01-21,Чувашская Республика,63.00
2020-01-21,Ямало-Ненецкий АО,61.00
2020-01-21,Ярославская область,62.00
2020-01-22,Россия,63.00
2020-01-22,Адыгея,53.00
2020-01-22,Алтайский край,70.00
2020-01-22,Амурская область,76.00
2020-01-22,Архангельская область,61.00
2020-01-22,Астраханская область,62.00
2020-01-22,Белгородская область,82.00
2020-01-22,Брянская область,61.00
2020-01-22,Владимирская область,68.00
2020-01-22,Волгоградская область,66.00
2020-01-22,Вологодская область,64.00
2020-01-22,Воронежская область,76.00
2020-01-22,Забайкальский край,61.00
2020-01-22,Ивановская область,59.00
2020-01-22,Иркутская область,68.00
2020-01-22,Кабардино-Балкарская Республика,58.00
2020-01-22,Калининградская область,77.00
2020-01-22,Калужская область,64.00
2020-01-22,Камчатский край,65.00
2020-01-22,Кемеровская область,66.00
2020-01-22,Кировская область,69.00
2020-01-22,Костромская область,56.00
2020-01-22,Краснодарский край,67.00
2020-01-22,Красноярский край,67.00
2020-01-22,Курганская область,63.00
2020-01-22,Курская область,56.00
2020-01-22,Липецкая область,57.00
2020-01-22,Магаданская область,59.00
2020-01-22,Мордовия,65.00
2020-01-22,Москва,76.00
2020-01-22,Московская область,61.00
2020-01-22,Мурманская область,63.00
2020-01-22,Нижегородская область,75.00
2020-01-22,Новгородская область,67.00
2020-01-22,Новосибирская область,68.00
2020-01-22,Омская область,74.00
2020-01-22,Оренбургская область,59.00
2020-01-22,Орловская область,69.00
2020-01-22,Пензенская область,67.00
2020-01-22,Пермский край,59.00
2020-01-22,Приморский край,66.00
2020-01-22,Псковская область,61.00
2020-01-22,Республика Башкортостан,73.00
2020-01-22,Республика Бурятия,62.00
2020-01-22,Республика Дагестан,56.00
2020-01-22,Республика Калмыкия,51.00
2020-01-22,Республика Карачаево-Черкессия,59.00
2020-01-22,Республика Карелия,66.00
2020-01-22,Республика Коми,66.00
2020-01-22,Республика Марий Эл,62.00
2020-01-22,Республика Саха (Якутия),66.00
2020-01-22,Республика Северная Осетия-Алания,56.00
2020-01-22,Республика Татарстан,69.00
2020-01-22,Республика Тыва,56.00
2020-01-22,Республика Хакасия,57.00
2020-01-22,Ростовская область,64.00
2020-01-22,Рязанская область,63.00
2020-01-22,Самарская область,67.00
2020-01-22,Санкт-Петербург,71.00
2020-01-22,Саратовская область,67.00
2020-01-22,Сахалинская область,63.00
2020-01-22,Свердловская область,70.00
2020-01-22,Смоленская область,64.00
2020-01-22,Ставропольский край,58.00
2020-01-22,Тамбовская область,62.00
2020-01-22,Тверская область,63.00
2020-01-22,Томская область,65.00
2020-01-22,Тульская область,61.00
2020-01-22,Тюменская область,78.00
2020-01-22,Удмуртская Республика,66.00
2020-01-22,Ульяновская область,55.00
2020-01-22,Хабаровский край,71.00
2020-01-22,Ханты-Мансийский АО - Югра,62.00
2020-01-22,Челябинская область,62.00
2020-01-22,Чувашская Республика,65.00
2020-01-22,Ямало-Ненецкий АО,67.00
2020-01-22,Ярославская область,63.00
2020-01-23,Россия,64.00
2020-01-23,Адыгея,49.00
2020-01-23,Алтайский край,67.00
2020-01-23,Амурская область,75.00
2020-01-23,Архангельская область,61.00
2020-01-23,Астраханская область,62.00
2020-01-23,Белгородская область,84.00
2020-01-23,Брянская область,61.00
2020-01-23,Владимирская область,67.00
2020-01-23,Волгоградская область,66.00
2020-01-23,Вологодская область,64.00
2020-01-23,Воронежская область,76.00
2020-01-23,Забайкальский край,62.00
2020-01-23,Ивановская область,58.00
2020-01-23,Иркутская область,67.00
2020-01-23,Кабардино-Балкарская Республика,58.00
2020-01-23,Калининградская область,76.00
2020-01-23,Калужская область,63.00
2020-01-23,Камчатский край,65.00
2020-01-23,Кемеровская область,65.00
2020-01-23,Кировская область,70.00
2020-01-23,Костромская область,56.00
2020-01-23,Краснодарский край,67.00
2020-01-23,Красноярский край,67.00
2020-01-23,Курганская область,68.00
2020-01-23,Курская область,57.00
2020-01-23,Липецкая область,54.00
2020-01-23,Магаданская область,59.00
2020-01-23,Мордовия,64.00
2020-01-23,Москва,73.00
2020-01-23,Московская область,62.00
2020-01-23,Мурманская область,69.00
2020-01-23,Нижегородская область,75.00
2020-01-23,Новгородская область,67.00
2020-01-23,Новосибирская область,67.00
2020-01-23,Омская область,73.00
2020-01-23,Оренбургская область,68.00
2020-01-23,Орловская область,69.00
2020-01-23,Пензенская область,67.00
2020-01-23,Пермский край,60.00
2020-01-23,Приморский край,65.00
2020-01-23,Псковская область,62.00
2020-01-23,Республика Башкортостан,75.00
2020-01-23,Республика Бурятия,66.00
2020-01-23,Республика Дагестан,58.00
2020-01-23,Республика Калмыкия,55.00
2020-01-23,Республика Карачаево-Черкессия,55.00
2020-01-23,Республика Карелия,63.00
2020-01-23,Республика Коми,64.00
2020-01-23,Республика Марий Эл,63.00
2020-01-23,Республика Саха (Якутия),68.00
2020-01-23,Республика Северная Осетия-Алания,52.00
2020-01-23,Республика Татарстан,71.00
2020-01-23,Республика Тыва,55.00
2020-01-23,Республика Хакасия,56.00
2020-01-23,Ростовская область,69.00
2020-01-23,Рязанская область,61.00
2020-01-23,Самарская область,68.00
2020-01-23,Санкт-Петербург,72.00
2020-01-23,Саратовская область,69.00
2020-01-23,Сахалинская область,63.00
2020-01-23,Свердловская область,74.00
2020-01-23,Смоленская область,63.00
2020-01-23,Ставропольский край,54.00
2020-01-23,Тамбовская область,66.00
2020-01-23,Тверская область,60.00
2020-01-23,Томская область,65.00
2020-01-23,Тульская область,61.00
2020-01-23,Тюменская область,79.00
2020-01-23,Удмуртская Республика,68.00
2020-01-23,Ульяновская область,56.00
2020-01-23,Хабаровский край,71.00
2020-01-23,Ханты-Мансийский АО - Югра,65.00
2020-01-23,Челябинская область,64.00
2020-01-23,Чувашская Республика,65.00
2020-01-23,Ямало-Ненецкий АО,65.00
2020-01-23,Ярославская область,65.00
2020-01-24,Россия,72.00
2020-01-24,Адыгея,59.00
2020-01-24,Алтайский край,76.00
2020-01-24,Амурская область,84.00
2020-01-24,Архангельская область,70.00
2020-01-24,Астраханская область,72.00
2020-01-24,Белгородская область,90.00
2020-01-24,Брянская область,72.00
2020-01-24,Владимирская область,73.00
2020-01-24,Волгоградская область,77.00
2020-01-24,Вологодская область,71.00
2020-01-24,Воронежская область,81.00
2020-01-24,Забайкальский край,74.00
2020-01-24,Ивановская область,71.00
2020-01-24,Иркутская область,75.00
2020-01-24,Кабардино-Балкарская Республика,60.00
2020-01-24,Калининградская область,78.00
2020-01-24,Калужская область,73.00
2020-01-24,Камчатский край,75.00
2020-01-24,Кемеровская область,74.00
2020-01-24,Кировская область,79.00
2020-01-24,Костромская область,65.00
2020-01-24,Краснодарский край,75.00
2020-01-24,Красноярский край,78.00
2020-01-24,Курганская область,75.00
2020-01-24,Курская область,66.00
2020-01-24,Липецкая область,64.00
2020-01-24,Магаданская область,68.00
2020-01-24,Мордовия,75.00
2020-01-24,Москва,85.00
2020-01-24,Московская область,71.00
2020-01-24,Мурманская область,76.00
2020-01-24,Нижегородская область,84.00
2020-01-24,Новгородская область,73.00
2020-01-24,Новосибирская область,75.00
2020-01-24,Омская область,79.00
2020-01-24,Оренбургская область,75.00
2020-01-24,Орловская область,78.00
2020-01-24,Пензенская область,76.00
2020-01-24,Пермский край,70.00
2020-01-24,Приморский край,76.00
2020-01-24,Псковская область,70.00
2020-01-24,Республика Башкортостан,83.00
2020-01-24,Республика Бурятия,79.00
2020-01-24,Республика Дагестан,59.00
2020-01-24,Республика Калмыкия,63.00
2020-01-24,Республика Карачаево-Черкессия,59.00
2020-01-24,Республика Карелия,73.00
2020-01-24,Республика Коми,74.00
2020-01-24,Республика Марий Эл,70.00
2020-01-24,Республика Саха (Якутия),74.00
2020-01-24,Республика Северная Осетия-Алания,55.00
2020-01-24,Республика Татарстан,75.00
2020-01-24,Республика Тыва,60.00
2020-01-24,Республика Хакасия,69.00
2020-01-24,Ростовская область,75.00
2020-01-24,Рязанская область,75.00
2020-01-24,Самарская область,77.00
2020-01-24,Санкт-Петербург,79.00
2020-01-24,Саратовская область,76.00
2020-01-24,Сахалинская область,72.00
2020-01-24,Свердловская область,81.00
2020-01-24,Смоленская область,73.00
2020-01-24,Ставропольский край,65.00
2020-01-24,Тамбовская область,73.00
2020-01-24,Тверская область,70.00
2020-01-24,Томская область,72.00
2020-01-24,Тульская область,73.00
2020-01-24,Тюменская область,89.00
2020-01-24,Удмуртская Республика,73.00
2020-01-24,Ульяновская область,67.00
2020-01-24,Хабаровский край,76.00
2020-01-24,Ханты-Мансийский АО - Югра,72.00
2020-01-24,Челябинская область,75.00
2020-01-24,Чувашская Республика,71.00
2020-01-24,Ямало-Ненецкий АО,74.00
2020-01-24,Ярославская область,72.00
2020-01-25,Россия,66.00
2020-01-25,Адыгея,53.00
2020-01-25,Алтайский край,72.00
2020-01-25,Амурская область,79.00
2020-01-25,Архангельская область,64.00
2020-01-25,Астраханская область,62.00
2020-01-25,Белгородская область,74.00
2020-01-25,Брянская область,67.00
2020-01-25,Владимирская область,66.00
2020-01-25,Волгоградская область,63.00
2020-01-25,Вологодская область,66.00
2020-01-25,Воронежская область,70.00
2020-01-25,Забайкальский край,66.00
2020-01-25,Ивановская область,67.00
2020-01-25,Иркутская область,70.00
2020-01-25,Кабардино-Балкарская Республика,55.00
2020-01-25,Калининградская область,75.00
2020-01-25,Калужская область,68.00
2020-01-25,Камчатский край,66.00
2020-01-25,Кемеровская область,65.00
2020-01-25,Кировская область,71.00
2020-01-25,Костромская область,62.00
2020-01-25,Краснодарский край,67.00
2020-01-25,Красноярский край,75.00
2020-01-25,Курганская область,68.00
2020-01-25,Курская область,62.00
2020-01-25,Липецкая область,57.00
2020-01-25,Магаданская область,62.00
2020-01-25,Мордовия,70.00
2020-01-25,Москва,73.00
2020-01-25,Московская область,64.00
2020-01-25,Мурманская область,73.00
2020-01-25,Нижегородская область,77.00
2020-01-25,Новгородская область,64.00
2020-01-25,Новосибирская область,68.00
2020-01-25,Омская область,73.00
2020-01-25,Оренбургская область,67.00
2020-01-25,Орловская область,67.00
2020-01-25,Пензенская область,69.00
2020-01-25,Пермский край,60.00
2020-01-25,Приморский край,67.00
2020-01-25,Псковская область,61.00
2020-01-25,Республика Башкортостан,72.00
2020-01-25,Республика Бурятия,69.00
2020-01-25,Республика Дагестан,58.00
2020-01-25,Республика Калмыкия,59.00
2020-01-25,Республика Карачаево-Черкессия,55.00
2020-01-25,Республика Карелия,65.00
2020-01-25,Республика Коми,67.00
2020-01-25,Республика Марий Эл,61.00
2020-01-25,Республика Саха (Якутия),65.00
2020-01-25,Республика Северная Осетия-Алания,55.00
2020-01-25,Республика Татарстан,70.00
2020-01-25,Республика Тыва,58.00
2020-01-25,Республика Хакасия,64.00
2020-01-25,Ростовская область,66.00
2020-01-25,Рязанская область,63.00
2020-01-25,Самарская область,70.00
2020-01-25,Санкт-Петербург,72.00
2020-01-25,Саратовская область,68.00
2020-01-25,Сахалинская область,67.00
2020-01-25,Свердловская область,74.00
2020-01-25,Смоленская область,66.00
2020-01-25,Ставропольский край,64.00
2020-01-25,Тамбовская область,66.00
2020-01-25,Тверская область,64.00
2020-01-25,Томская область,65.00
2020-01-25,Тульская область,64.00
2020-01-25,Тюменская область,78.00
2020-01-25,Удмуртская Республика,63.00
2020-01-25,Ульяновская область,64.00
2020-01-25,Хабаровский край,72.00
2020-01-25,Ханты-Мансийский АО - Югра,69.00
2020-01-25,Челябинская область,68.00
2020-01-25,Чувашская Республика,64.00
